dataset,mean,std,num_trials,gb_quity,gb_sim,gb_alpha,gb_beta,gb_K,gb_w_mode,gb_knn,ball_loss_weight,ball_angle_thresh,ball_uniform_tau,ball_infonce_weight,ball_infonce_temp
Photo,0.934641,0.000000,1,detach,dot,0.3,0.1,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.2,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.2,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.3,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.3,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934586,0.000000,1,detach,dot,0.3,0.2,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934586,0.000000,1,detach,dot,0.3,0.2,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934586,0.000000,1,detach,dot,0.3,0.2,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.1,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.2,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,detach,dot,0.3,0.2,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.2,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.3,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.3,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.3,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.3,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934532,0.000000,1,homo,cos,0.3,0.3,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.2,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.3,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,detach,dot,0.3,0.3,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934477,0.000000,1,homo,cos,0.3,0.3,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934423,0.000000,1,detach,dot,0.3,0.1,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934423,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934423,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934368,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934368,0.000000,1,detach,dot,0.3,0.2,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934368,0.000000,1,detach,dot,0.3,0.3,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934368,0.000000,1,detach,dot,0.3,0.3,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934368,0.000000,1,homo,cos,0.3,0.2,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934314,0.000000,1,detach,dot,0.3,0.1,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934314,0.000000,1,detach,dot,0.3,0.2,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934314,0.000000,1,detach,dot,0.3,0.2,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934314,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934314,0.000000,1,homo,cos,0.3,0.2,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934259,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934259,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934259,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934205,0.000000,1,homo,cos,0.3,0.2,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934205,0.000000,1,homo,cos,0.3,0.2,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934205,0.000000,1,homo,cos,0.3,0.2,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934150,0.000000,1,detach,dot,0.3,0.2,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934150,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934150,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934150,0.000000,1,homo,cos,0.3,0.2,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934150,0.000000,1,homo,cos,0.3,0.2,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934096,0.000000,1,detach,dot,0.3,0.2,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934096,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934041,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934041,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933987,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933932,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933932,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933932,0.000000,1,detach,dot,0.3,0.3,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933878,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933878,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933878,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933824,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933824,0.000000,1,detach,dot,0.3,0.3,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933824,0.000000,1,detach,dot,0.3,0.3,10.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933769,0.000000,1,detach,dot,0.3,0.2,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933769,0.000000,1,detach,dot,0.3,0.3,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933769,0.000000,1,detach,dot,0.3,0.3,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933769,0.000000,1,detach,dot,0.3,0.3,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,10.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933715,0.000000,1,detach,dot,0.3,0.3,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933660,0.000000,1,detach,dot,0.3,0.3,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933551,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933442,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933388,0.000000,1,detach,dot,0.3,0.2,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933388,0.000000,1,detach,dot,0.3,0.2,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933388,0.000000,1,detach,dot,0.3,0.2,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933388,0.000000,1,detach,dot,0.3,0.2,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933388,0.000000,1,detach,dot,0.3,0.3,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933333,0.000000,1,detach,dot,0.3,0.2,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933333,0.000000,1,detach,dot,0.3,0.2,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933333,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.933333,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.933279,0.000000,1,detach,dot,0.3,0.3,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
